SCHOOL_ID,EXAMEN_JAAR,INSTELLINGSNAAM_VESTIGING,POSTCODE_VESTIGING,PLAATSNAAM,GEMEENTENUMMER,GEMEENTENAAM,PROVINCIE,SOORT_PO,DENOMINATIE_VESTIGING,BEVOEGD_GEZAG_NUMMER,AANTAL_LEERLINGEN_EXAMEN,EXAMEN,EXAMEN_AANTAL,EXAMEN_GEM
003MK,2015,Basisschool Berkeloo,5056XN,BERKEL-ENSCHOT,855,Tilburg,Noord-Brabant,Bo,Rooms-Katholiek,40971,85.0,CET,84,537.4
003ML,2015,Chr Nationale Basissch,7951JS,STAPHORST,180,Staphorst,Overijssel,Bo,Protestants-Christelijk,36831,41.0,CET,41,533.8
003MO,2015,RK Bs Sint Marie,4635CX,HUIJBERGEN,873,Woensdrecht,Noord-Brabant,Bo,Rooms-Katholiek,40517,22.0,CET,22,534.3
003MQ,2015,Maria Goretti,6591JG,GENNEP,907,Gennep,Limburg,Bo,Rooms-Katholiek,37663,20.0,CET,20,530.4
003MR,2015,Kbs Weilust,4817WR,BREDA,758,Breda,Noord-Brabant,Bo,Rooms-Katholiek,41407,61.0,CET,61,535.6
003MT,2015,Basissch Molenbolwerk,4515AT,IJZENDIJKE,1714,Sluis,Zeeland,Bo,Rooms-Katholiek,37299,8.0,CET,8,536.9
003MX,2015,Basisschool Fatima,6444CL,BRUNSSUM,899,Brunssum,Limburg,Bo,Rooms-Katholiek,41516,34.0,CET,34,536.0
003NB,2015,De Rozenhorst,3181HE,ROZENBURG ZH,599,Rotterdam,Zuid-Holland,Bo,Rooms-Katholiek,24597,53.0,CET,53,537.3
003NC,2015,Basisonderwijs Scharn,6226BP,MAASTRICHT,935,Maastricht,Limburg,Bo,Rooms-Katholiek,41373,55.0,CET,55,542.6
003NE,2015,RK Basisschool Vinkenbos,4714BZ,SPRUNDEL,840,Rucphen,Noord-Brabant,Bo,Rooms-Katholiek,31017,56.0,CET,56,536.7
003NF,2015,De Drie Vijvers,6596AP,MILSBEEK,907,Gennep,Limburg,Bo,Rooms-Katholiek,37663,35.0,CET,35,536.9
003NI,2015,De Tweemaster,2141VJ,VIJFHUIZEN,394,Haarlemmermeer,Noord-Holland,Bo,Algemeen bijzonder,40775,47.0,CET,47,535.9
003NJ,2015,Aloysiusschool voor Bo,2051BC,OVERVEEN,377,Bloemendaal,Noord-Holland,Bo,Rooms-Katholiek,40775,28.0,CET,28,537.2
003NN,2015,RK BS De Driesprong,4861BB,CHAAM,1723,Alphen-Chaam,Noord-Brabant,Bo,Rooms-Katholiek,32060,49.0,DREMPEL,45,100.8
003NO,2015,RK Basissch De Wegwijzer,4885AM,ACHTMAAL,879,Zundert,Noord-Brabant,Bo,Rooms-Katholiek,78066,18.0,CET,18,538.3
003NP,2015,Basissch St Sebastianus,7447CK,HELLENDOORN,163,Hellendoorn,Overijssel,Bo,Rooms-Katholiek,68836,21.0,CET,21,534.6
003NQ,2015,RK Bs De Reuzelaar,4741EJ,HOEVEN,1655,Halderberge,Noord-Brabant,Bo,Rooms-Katholiek,31017,44.0,CET,44,536.4
003NR,2015,Basisschool De Oostvogel,4586AJ,LAMSWAARDE,677,Hulst,Zeeland,Bo,Rooms-Katholiek,40803,12.0,CET,12,533.4
003NT,2015,RK Basissch De Regenboog,2252TR,VOORSCHOTEN,626,Voorschoten,Zuid-Holland,Bo,Rooms-Katholiek,41447,32.0,CET,32,534.6
003NU,2015,Hertog Reinoud School,5913GB,VENLO,983,Venlo,Limburg,Bo,Rooms-Katholiek,41018,39.0,CET,39,534.4
003NW,2015,Kbs De Zandberg,4818GL,BREDA,758,Breda,Noord-Brabant,Bo,Rooms-Katholiek,41407,109.0,CET,109,540.1
003NY,2015,RK Basissch St Antonius,2431XB,NOORDEN,569,Nieuwkoop,Zuid-Holland,Bo,Rooms-Katholiek,40974,34.0,CET,34,531.9
003NZ,2015,RK Basissch D Krullevaar,2871HJ,SCHOONHOVEN,608,Schoonhoven,Zuid-Holland,Bo,Rooms-Katholiek,40765,21.0,CET,21,536.3
003OA,2015,Basissch Petrus Dathenus,1222VC,HILVERSUM,402,Hilversum,Noord-Holland,Bo,Reformatorisch,38872,8.0,CET,8,535.1
003OB,2015,Basisschool Ummer Clumme,6343RJ,KLIMMEN,986,Voerendaal,Limburg,Bo,Rooms-Katholiek,41506,29.0,CET,29,536.5
003OJ,2015,Ds J Groenewegenschool,4251GD,WERKENDAM,870,Werkendam,Noord-Brabant,Bo,Reformatorisch,39275,58.0,CET,58,539.6
003OK,2015,BS De Zuidstroom,5912XW,VENLO,983,Venlo,Limburg,Bo,Rooms-Katholiek,41018,29.0,CET,29,537.2
003OM,2015,RK Bs De Berensprong,6075CW,HERKENBOSCH,1669,Roerdalen,Limburg,Bo,Rooms-Katholiek,41692,48.0,CET,48,534.6
003ON,2015,St Gerardus Majella,9602GX,HOOGEZAND,18,Hoogezand-Sappemeer,Groningen,Bo,Rooms-Katholiek,45000,14.0,CET,13,532.8
003OP,2015,Basisschool St Oda,6217KM,MAASTRICHT,935,Maastricht,Limburg,Bo,Rooms-Katholiek,41373,15.0,CET,15,532.4
003OR,2015,GBS De Sterrenpracht,4571TV,AXEL,715,Terneuzen,Zeeland,Bo,Gereformeerd vrijgemaakt,41646,9.0,CET,9,542.8
003OT,2015,RK BSO De Meule,5914XS,VENLO,983,Venlo,Limburg,Bo,Rooms-Katholiek,41018,17.0,CET,17,539.5
003OU,2015,Ond Gemeenschap de Hoeve,3871NA,HOEVELAKEN,267,Nijkerk,Gelderland,Bo,Rooms-Katholiek,39912,42.0,CET,41,535.9
003PC,2015,RK BS Teresia,5141HK,WAALWIJK,867,Waalwijk,Noord-Brabant,Bo,Rooms-Katholiek,71008,13.0,CET,13,529.3
003PD,2015,Basisschool De Octopus,6071VP,SWALMEN,957,Roermond,Limburg,Bo,Rooms-Katholiek,41692,36.0,CET,36,535.2
003PF,2015,Basisschool Bocholtz,6351HJ,BOCHOLTZ,965,Simpelveld,Limburg,Bo,Rooms-Katholiek,41516,54.0,CET,54,537.6
003PH,2015,RKBS De Kiem,2371EK,ROELOFARENDSVEEN,1884,Kaag en Braassem,Zuid-Holland,Bo,"Samenwerking PC, RK",40969,35.0,CET,35,530.8
003PJ,2015,Basissch St Joan,6027PL,SOERENDONK,1706,Cranendonck,Noord-Brabant,Bo,Rooms-Katholiek,31384,22.0,CET,21,540.0
003PK,2015,Basissch Sint Agnes,5106NE,DONGEN,766,Dongen,Noord-Brabant,Bo,Rooms-Katholiek,40672,26.0,CET,26,533.0
003PL,2015,RK Bs St Jozef,4759BD,NOORDHOEK,1709,Moerdijk,Noord-Brabant,Bo,Rooms-Katholiek,31017,16.0,CET,16,541.0
003PM,2015,RK Basissch De Wegwijzer,5271XR,SINT-MICHIELSGESTEL,845,Sint-Michielsgestel,Noord-Brabant,Bo,Rooms-Katholiek,40848,37.0,CET,37,537.0
003PN,2015,Ter Doest,4569AP,GRAAUW,677,Hulst,Zeeland,Bo,Rooms-Katholiek,40803,9.0,CET,9,541.0
003PP,2015,Bernadetteschool,5738AH,MARIAHOUT,1659,Laarbeek,Noord-Brabant,Bo,Rooms-Katholiek,40557,24.0,CET,24,540.0
003PQ,2015,Petrusschool,2286RL,RIJSWIJK ZH,603,Rijswijk,Zuid-Holland,Bo,Rooms-Katholiek,40928,30.0,IEP,30,83.0
003PS,2015,Montessori Landsmeer,1121JC,LANDSMEER,415,Landsmeer,Noord-Holland,Bo,Algemeen bijzonder,40586,23.0,CET,23,535.2
003PV,2015,Basisschool 't Kempke,6077AS,SINT ODILIENBERG,1669,Roerdalen,Limburg,Bo,Rooms-Katholiek,41692,24.0,CET,24,534.8
003PW,2015,Basissch Maria,5382JD,VINKEL,1671,Maasdonk,Noord-Brabant,Bo,Rooms-Katholiek,41228,34.0,CET,34,535.6
003PX,2015,Basisschool De Pollenhof,5321GL,HEDEL,263,Maasdriel,Gelderland,Bo,Rooms-Katholiek,41090,32.0,CET,32,536.8
003PY,2015,Basisschool De Oase,2555XW,'S-GRAVENHAGE,518,'s-Gravenhage,Zuid-Holland,Bo,Rooms-Katholiek,20281,64.0,IEP,63,84.9
003QA,2015,De Plakkenberg,7064BK,SILVOLDE,1509,Oude IJsselstreek,Gelderland,Bo,Rooms-Katholiek,41563,46.0,CET,46,534.5
003QB,2015,Basisschool St Bernardus,4567CA,CLINGE,677,Hulst,Zeeland,Bo,Rooms-Katholiek,40803,13.0,CET,13,535.2
003QD,2015,Petrus en Paulus School,6213HM,MAASTRICHT,935,Maastricht,Limburg,Bo,Rooms-Katholiek,41373,27.0,CET,27,539.6
003QE,2015,Basisschool De Klimboom,5866AV,SWOLGEN,1507,Horst aan de Maas,Limburg,Bo,Rooms-Katholiek,47920,17.0,CET,17,540.1
003QF,2015,Basisschool Sint Anna,5863AT,BLITTERSWIJCK,984,Venray,Limburg,Bo,Rooms-Katholiek,47920,9.0,CET,9,536.7
003QI,2015,Mariaschool,5865BJ,TIENRAY,1507,Horst aan de Maas,Limburg,Bo,Rooms-Katholiek,47920,12.0,CET,12,539.4
003QJ,2015,Basisschool Megelsheim,5864CS,MEERLO,1507,Horst aan de Maas,Limburg,Bo,Rooms-Katholiek,47920,28.0,CET,28,536.2
003QK,2015,Basisschool St Liduina,6037RW,KELPEN-OLER,1640,Leudal,Limburg,Bo,Rooms-Katholiek,23961,9.0,CET,9,537.6
003QM,2015,RK Basissch St Jan,4524BL,SLUIS,1714,Sluis,Zeeland,Bo,Rooms-Katholiek,37299,6.0,CET,6,531.5
003QN,2015,Basisschool Edith Stein,5465RJ,VEGHEL,860,Veghel,Noord-Brabant,Bo,Rooms-Katholiek,73712,22.0,CET,22,535.2
003QO,2015,'t Schrijverke,5373CH,HERPEN,828,Oss,Noord-Brabant,Bo,Rooms-Katholiek,48348,23.0,CET,22,533.1
003QP,2015,SWS De Fladderiep,8317AG,KRAGGENBURG,171,Noordoostpolder,Flevoland,Bo,"Samenwerking PC, RK",40662,17.0,CET,17,535.0
003QQ,2015,De Tragellijn,6915VT,LOBITH,196,Rijnwaarden,Gelderland,Bo,Rooms-Katholiek,77235,32.0,CET,32,534.5
003QR,2015,IKC Het Sterrenbos,6851GM,HUISSEN,1705,Lingewaard,Gelderland,Bo,Rooms-Katholiek,28147,59.0,CET,59,536.3
003QS,2015,Basisschool A Schweitzer,6942VA,DIDAM,1955,Montferland,Gelderland,Bo,Protestants-Christelijk,42330,30.0,CET,30,535.5
003QT,2015,Basisschool De Schittering,4927BB,HOOGE ZWALUWE,1719,Drimmelen,Noord-Brabant,Bo,Protestants-Christelijk,41782,22.0,CET,22,537.9
003QW,2015,RK BS Op Dreef,4645EV,PUTTE,873,Woensdrecht,Noord-Brabant,Bo,Rooms-Katholiek,40517,20.0,IEP,20,78.4
003QY,2015,Angelaschool v Basisond,5281JB,BOXTEL,757,Boxtel,Noord-Brabant,Bo,Rooms-Katholiek,42564,73.0,CET,73,537.7
003QZ,2015,Basisschool De Sleye,6097CW,HEEL,1641,Maasgouw,Limburg,Bo,Rooms-Katholiek,42577,44.0,CET,44,536.4
003RA,2015,RK Basissch De Horizon,8307AX,ENS,171,Noordoostpolder,Flevoland,Bo,Rooms-Katholiek,40662,19.0,CET,19,537.2
003RC,2015,Basisschool St Stephanus,7625PH,ZENDEREN,147,Borne,Overijssel,Bo,Rooms-Katholiek,68836,21.0,CET,21,534.3
003RD,2015,Op De Hoeksteen,8061AJ,HASSELT,1896,Zwartewaterland,Overijssel,Bo,Gereformeerd vrijgemaakt,41168,19.0,CET,19,530.5
003RE,2015,Basisschool De Mirt,8265EA,KAMPEN,166,Kampen,Overijssel,Bo,Gereformeerd vrijgemaakt,41632,14.0,CET,14,533.0
003RG,2015,RK Basisschool Bergop,6367HK,VOERENDAAL,986,Voerendaal,Limburg,Bo,Rooms-Katholiek,41506,12.0,CET,12,542.1
003RK,2015,Jan De Bakker School,3442XH,WOERDEN,632,Woerden,Utrecht,Bo,Reformatorisch,43188,31.0,CET,31,537.3
003RL,2015,De Biezenkamp,6573BH,BEEK-UBBERGEN,282,Ubbergen,Gelderland,Bo,Rooms-Katholiek,40814,43.0,CET,43,536.8
003RN,2015,Sint Josef,5825BL,OVERLOON,756,Boxmeer,Noord-Brabant,Bo,Rooms-Katholiek,43305,41.0,CET,41,535.0
003RO,2015,Het Loo,7021XW,ZELHEM,1876,Bronckhorst,Gelderland,Bo,Protestants-Christelijk,41011,27.0,CET,27,528.7
103RO,2015,PC Bs Nijman IJzevoorde,7004HT,DOETINCHEM,222,Doetinchem,Gelderland,Bo,Protestants-Christelijk,41011,6.0,CET,6,527.7
003RP,2015,Basisschool Antonius,6082AM,BUGGENUM,1640,Leudal,Limburg,Bo,Rooms-Katholiek,23961,9.0,CET,9,542.8
003RQ,2015,Rehoboth-School,2992AB,BARENDRECHT,489,Barendrecht,Zuid-Holland,Bo,Reformatorisch,43383,48.0,CET,48,538.1
003RS,2015,Basisschool de Violier,6101HH,ECHT,1711,Echt-Susteren,Limburg,Bo,Rooms-Katholiek,41797,29.0,CET,29,537.0
003RT,2015,Deken Wehmeijer,5334JW,VELDDRIEL,263,Maasdriel,Gelderland,Bo,Rooms-Katholiek,41090,20.0,CET,20,534.6
003RV,2015,Basisschool H Maria,5808AV,OIRLO,984,Venray,Limburg,Bo,Rooms-Katholiek,44397,6.0,CET,6,538.3
003RW,2015,De Tandem,6612BB,NEDERASSELT,252,Heumen,Gelderland,Bo,Rooms-Katholiek,40814,7.0,CET,7,531.3
003RX,2015,Willibrord-School,9501CZ,STADSKANAAL,37,Stadskanaal,Groningen,Bo,Rooms-Katholiek,45000,31.0,CET,30,529.5
003RY,2015,Sint Gerardus,7826CT,EMMEN,114,Emmen,Drenthe,Bo,Rooms-Katholiek,40999,35.0,CET,35,536.7
003RZ,2015,Chr Nat Basissch De Bron,7833GH,NIEUW-AMSTERDAM,114,Emmen,Drenthe,Bo,Protestants-Christelijk,41551,24.0,CET,24,533.5
003SB,2015,Basisschool De Hoge Waai,4944XB,RAAMSDONK,779,Geertruidenberg,Noord-Brabant,Bo,Rooms-Katholiek,43825,26.0,CET,26,535.3
003SC,2015,Willibrord,7591NX,DENEKAMP,1774,Dinkelland,Overijssel,Bo,Rooms-Katholiek,75219,25.0,CET,25,528.6
003SE,2015,RK BS Het Mozaiëk,4541AL,SLUISKIL,715,Terneuzen,Zeeland,Bo,Rooms-Katholiek,40803,11.0,CET,11,536.5
003SH,2015,De Wereldwijzer,6023AM,BUDEL-SCHOOT,1706,Cranendonck,Noord-Brabant,Bo,Rooms-Katholiek,31384,17.0,CET,17,536.2
003SJ,2015,RK Jozef-School,1394GM,NEDERHORST DEN BERG,1696,Wijdemeren,Noord-Holland,Bo,Rooms-Katholiek,78912,17.0,CET,17,538.2
003SK,2015,Basisschool De Branding,5665GX,GELDROP,1771,Geldrop-Mierlo,Noord-Brabant,Bo,Rooms-Katholiek,40557,12.0,ROUTE8,12,200.6
003SM,2015,RK Basissch St Radbodus,9035ED,DRONRYP,1908,Menameradiel,Friesland,Bo,Rooms-Katholiek,41000,6.0,CET,6,539.5
003SN,2015,Daltonschool Nicolaas,3941HS,DOORN,1581,Utrechtse Heuvelrug,Utrecht,Bo,Rooms-Katholiek,69447,18.0,CET,18,539.7
003SR,2015,Sint Alfonsusschool,6045AR,ROERMOND,957,Roermond,Limburg,Bo,Rooms-Katholiek,41692,33.0,CET,33,528.3
003ST,2015,Basisschool De Wegwijzer,2957SN,NIEUW-LEKKERLAND,1927,Molenwaard,Zuid-Holland,Bo,Protestants-Christelijk,45099,36.0,CET,35,531.9
003SV,2015,Basisschool Sint Jozef,6447BE,MERKELBEEK,881,Onderbanken,Limburg,Bo,Rooms-Katholiek,41516,10.0,CET,10,533.7
003SW,2015,RK Basisschool Op Weg,5476KL,VORSTENBOSCH,1721,Bernheze,Noord-Brabant,Bo,Rooms-Katholiek,41020,21.0,CET,21,537.8
003SY,2015,KBs Pius,1391XL,ABCOUDE,736,De Ronde Venen,Utrecht,Bo,Rooms-Katholiek,70002,29.0,CET,29,540.5
003TA,2015,Sint Bernardus-School,7256AP,KEIJENBORG,1876,Bronckhorst,Gelderland,Bo,Rooms-Katholiek,50844,30.0,CET,30,535.4
003TB,2015,Basissch De Langenoord,3828EA,HOOGLAND,307,Amersfoort,Utrecht,Bo,Rooms-Katholiek,71488,48.0,CET,48,538.6
003TC,2015,Basisschool Pius X,5342GH,OSS,828,Oss,Noord-Brabant,Bo,Rooms-Katholiek,75388,32.0,CET,32,530.9
003TD,2015,Basissch Eben Haezer,8303ZR,EMMELOORD,171,Noordoostpolder,Flevoland,Bo,Reformatorisch,46152,36.0,CET,36,537.3
003TF,2015,"ISE, Primary div.",5651GC,EINDHOVEN,772,Eindhoven,Noord-Brabant,Bo,Algemeen bijzonder,41840,18.0,IEP,17,93.5
003TG,2015,Roncalli Basisschool,7038AL,ZEDDAM,1955,Montferland,Gelderland,Bo,Rooms-Katholiek,50844,31.0,CET,31,536.4
003TH,2015,t Klosterhufke,6653BS,DEEST,225,Druten,Gelderland,Bo,Rooms-Katholiek,41340,13.0,CET,13,540.2
003TJ,2015,Bs Regenboog-School,4333BW,MIDDELBURG,687,Middelburg,Zeeland,Bo,Gereformeerd vrijgemaakt,41646,17.0,CET,17,540.2
003TL,2015,Basisschool Toermalijn,1521DZ,WORMERVEER,479,Zaanstad,Noord-Holland,Bo,"Samenwerking PC, RK",41251,49.0,CET,49,528.9
003TM,2015,Sint Jozef,1934EA,EGMOND AAN DEN HOEF,373,Bergen (NH.),Noord-Holland,Bo,Rooms-Katholiek,73919,38.0,CET,38,536.1
003TP,2015,Bs Ridderhof,3633CA,VREELAND,1904,Stichtse Vecht,Utrecht,Bo,Protestants-Christelijk,70002,23.0,CET,23,541.3
003TQ,2015,Basisschool Essesteijn,2272EB,VOORBURG,1916,Leidschendam-Voorburg,Zuid-Holland,Bo,Algemeen bijzonder,41447,59.0,DREMPEL,59,112.3
003TR,2015,Sint Augustinus,7011GB,GAANDEREN,222,Doetinchem,Gelderland,Bo,Rooms-Katholiek,50844,36.0,CET,36,534.2
003TS,2015,Gideonschool Basisschool,1611WS,BOVENKARSPEL,532,Stede Broec,Noord-Holland,Bo,Protestants-Christelijk,79874,18.0,DREMPEL,17,104.8
003TT,2015,A Bekemasch v RK Basison,1115TZ,DUIVENDRECHT,437,Ouder-Amstel,Noord-Holland,Bo,Rooms-Katholiek,58332,23.0,CET,23,535.9
003TU,2015,SSBO Op Maat,2402NM,ALPHEN AAN DEN RIJN,484,Alphen aan den Rijn,Zuid-Holland,Sbo,Algemeen bijzonder,41436,34.0,CET,5,522.8
003TW,2015,Basisschool Don Bosco,4453AK,'S-HEERENHOEK,654,Borsele,Zeeland,Bo,Rooms-Katholiek,73932,30.0,CET,29,535.3
003TX,2015,Basisschool St Nicolaas,8141WK,HEINO,177,Raalte,Overijssel,Bo,Rooms-Katholiek,40888,6.0,CET,6,537.0
003TY,2015,Kath Basissch Spaubeek,6176BZ,SPAUBEEK,888,Beek,Limburg,Bo,Rooms-Katholiek,83280,23.0,CET,23,537.8
003TZ,2015,De Doornick,6686AE,DOORNENBURG,1705,Lingewaard,Gelderland,Bo,Rooms-Katholiek,71956,25.0,CET,25,531.4
003UA,2015,RK Basisschool Marienhof,6626AC,ALPHEN GLD,668,West Maas en Waal,Gelderland,Bo,Rooms-Katholiek,41340,17.0,CET,17,530.6
003UB,2015,KBs Willibrordus,3621XD,BREUKELEN UT,1904,Stichtse Vecht,Utrecht,Bo,Rooms-Katholiek,70002,52.0,CET,52,539.8
003UC,2015,De Branding,1931BL,EGMOND AAN ZEE,373,Bergen (NH.),Noord-Holland,Bo,Rooms-Katholiek,40712,13.0,CET,13,534.8
003UE,2015,Basisschool De Boogerd,3997ML,'T GOY,321,Houten,Utrecht,Bo,Rooms-Katholiek,43318,8.0,CET,8,536.3
003UG,2015,Basisschool St Nicolaas,2441AD,NIEUWVEEN,569,Nieuwkoop,Zuid-Holland,Bo,Rooms-Katholiek,40974,26.0,CET,26,535.1
003UJ,2015,De Langewieke,7701AK,DEDEMSVAART,160,Hardenberg,Overijssel,Bo,Rooms-Katholiek,68836,33.0,CET,33,537.8
003UL,2015,Basissch De Korenaar,5704AN,HELMOND,794,Helmond,Noord-Brabant,Bo,Rooms-Katholiek,30240,49.0,CET,49,537.7
003UM,2015,RK Bs Berkenveld,4726AH,HEERLE,1674,Roosendaal,Noord-Brabant,Bo,Rooms-Katholiek,74154,9.0,CET,9,535.0
003UN,2015,Antonius,7137MN,LIEVELDE,1586,Oost Gelre,Gelderland,Bo,Rooms-Katholiek,46724,18.0,CET,18,539.7
003UQ,2015,RK Basissch De Wegwijzer,5756AW,VLIERDEN,762,Deurne,Noord-Brabant,Bo,Rooms-Katholiek,41223,14.0,CET,14,532.7
003UR,2015,RK Basisschool Zeilberg,5754AH,DEURNE,762,Deurne,Noord-Brabant,Bo,Rooms-Katholiek,41223,26.0,CET,26,538.4
003US,2015,Basisschool 't Maxend,5388GL,NISTELRODE,1721,Bernheze,Noord-Brabant,Bo,Rooms-Katholiek,41020,39.0,CET,39,534.9
003UU,2015,RK Bs Torenschouw,4901BE,OOSTERHOUT NB,826,Oosterhout,Noord-Brabant,Bo,Rooms-Katholiek,40278,6.0,CET,6,533.8
003UW,2015,RK Bs Onder de Wieken,5964AE,METERIK,1507,Horst aan de Maas,Limburg,Bo,Rooms-Katholiek,47920,14.0,CET,14,538.1
003UY,2015,Basisschool De Brink,5962AH,MELDERSLO,1507,Horst aan de Maas,Limburg,Bo,Rooms-Katholiek,47920,24.0,CET,23,534.7
003UZ,2015,RK Basisschool Meuleveld,5961BN,HORST,1507,Horst aan de Maas,Limburg,Bo,Rooms-Katholiek,47920,52.0,CET,52,538.4
003VA,2015,Basisschool De Wouter,5966NR,AMERICA,1507,Horst aan de Maas,Limburg,Bo,Rooms-Katholiek,47920,22.0,CET,22,534.7
003VB,2015,Basisschool De Doolgaard,5961TS,HORST,1507,Horst aan de Maas,Limburg,Bo,Rooms-Katholiek,47920,52.0,CET,52,536.7
003VD,2015,St Josephschool,5986BH,BERINGE,1894,Peel en Maas,Limburg,Bo,Rooms-Katholiek,47959,32.0,CET,32,534.8
003VE,2015,Basisschool De Kemp,5987AH,EGCHEL,1894,Peel en Maas,Limburg,Bo,Rooms-Katholiek,47959,14.0,CET,14,533.6
003VG,2015,Gerardusschool,5752AK,DEURNE,762,Deurne,Noord-Brabant,Bo,Rooms-Katholiek,41223,30.0,CET,30,536.7
003VI,2015,Basissch Maria ter Heide,5464VR,VEGHEL,860,Veghel,Noord-Brabant,Bo,Rooms-Katholiek,73712,21.0,CET,21,531.0
003VK,2015,Basisschool De Hommel,5802AM,VENRAY,984,Venray,Limburg,Bo,Protestants-Christelijk,44397,60.0,CET,60,533.6
003VL,2015,Basisschool Sint Radboud,9011WE,JIRNSUM,80,Leeuwarden,Friesland,Bo,Rooms-Katholiek,41000,8.0,CET,8,534.0
003VP,2015,Basisschool de Arcade,6828EW,ARNHEM,202,Arnhem,Gelderland,Bo,"Samenwerking PC, RK",40972,52.0,CET,50,532.2
003VQ,2015,Basisschool Kunst Rijk,6822ET,ARNHEM,202,Arnhem,Gelderland,Bo,Rooms-Katholiek,40812,9.0,CET,9,535.6
003VR,2015,Franciscus-School,5301TP,ZALTBOMMEL,297,Zaltbommel,Gelderland,Bo,Rooms-Katholiek,41090,52.0,CET,51,536.5
003VS,2015,RK Basissch St Theresia,2061HX,BLOEMENDAAL,377,Bloemendaal,Noord-Holland,Bo,Rooms-Katholiek,40775,27.0,CET,27,540.5
003VT,2015,Basisschool De Ruijter,6551CH,WEURT,209,Beuningen,Gelderland,Bo,Rooms-Katholiek,43487,21.0,CET,21,537.8
003VV,2015,Sint Joseph-School,1754JJ,BURGERBRUG,441,Schagen,Noord-Holland,Bo,Rooms-Katholiek,55238,9.0,CET,9,535.8
003VW,2015,RK Basissch De Merwijck,5995XK,KESSEL LB,1894,Peel en Maas,Limburg,Bo,Rooms-Katholiek,47959,45.0,CET,45,538.6
003VX,2015,Bs De Elsenhof,4845EB,WAGENBERG,1719,Drimmelen,Noord-Brabant,Bo,Rooms-Katholiek,43967,24.0,CET,24,539.5
003VZ,2015,Basissch De Springplank,5984NB,KONINGSLUST,1894,Peel en Maas,Limburg,Bo,Rooms-Katholiek,47959,8.0,CET,8,534.3
003WD,2015,Basissch Pastoor Frank,6127BC,GREVENBICHT,1883,Sittard-Geleen,Limburg,Bo,Rooms-Katholiek,83280,21.0,CET,21,536.3
003WE,2015,Basisschool Franciscus,6241BM,BUNDE,938,Meerssen,Limburg,Bo,Rooms-Katholiek,41506,59.0,CET,59,537.2
003WF,2015,RK Bs De Achthoek,4911AT,DEN HOUT NB,826,Oosterhout,Noord-Brabant,Bo,Rooms-Katholiek,40278,22.0,CET,9,535.9
003WH,2015,RK Basissch St Antonius,1241HC,KORTENHOEF,1696,Wijdemeren,Noord-Holland,Bo,Rooms-Katholiek,78912,32.0,CET,32,536.2
003WI,2015,RK Basissch Sancta Maria,7434PX,LETTELE,150,Deventer,Overijssel,Bo,Rooms-Katholiek,40894,22.0,CET,22,538.1
003WK,2015,PC Basissch Julianasch,4793CW,FIJNAART,1709,Moerdijk,Noord-Brabant,Bo,Protestants-Christelijk,41782,15.0,CET,15,533.0
003WL,2015,Johannes De Doperschool,2435WX,ZEVENHOVEN,569,Nieuwkoop,Zuid-Holland,Bo,Rooms-Katholiek,40974,15.0,CET,15,532.1
003WM,2015,RK Basissch D Akkerwinde,5095AS,HOOGE MIERDE,1667,Reusel-De Mierden,Noord-Brabant,Bo,Rooms-Katholiek,44201,20.0,CET,20,536.8
003WN,2015,Chr Basissch D Hoeksteen,9602AX,HOOGEZAND,18,Hoogezand-Sappemeer,Groningen,Bo,Protestants-Christelijk,41845,11.0,CET,11,531.8
003WT,2015,Jenapl De Kleine Akkers,5051CR,GOIRLE,785,Goirle,Noord-Brabant,Bo,Algemeen bijzonder,40971,19.0,DREMPEL,19,102.5
003WU,2015,Basisschool De Wegwijzer,9571AZ,2E EXLOERMOND,1681,Borger-Odoorn,Drenthe,Bo,Protestants-Christelijk,41486,9.0,CET,9,528.3
003WV,2015,Basisschool de Wegwijzer,4353AN,SEROOSKERKE WALCHEREN,717,Veere,Zeeland,Bo,Protestants-Christelijk,40959,27.0,DREMPEL,27,104.9
003WW,2015,Elout-School v Basisond,3021JS,ROTTERDAM,599,Rotterdam,Zuid-Holland,Bo,Protestants-Christelijk,74531,20.0,CET,20,526.6
003WX,2015,Basisschool Het Palet,5527AZ,HAPERT,1728,Bladel,Noord-Brabant,Bo,Rooms-Katholiek,44201,70.0,CET,68,536.3
003WY,2015,Dr Maarten Luther,8321XP,URK,184,Urk,Flevoland,Bo,Reformatorisch,49844,30.0,CET,30,530.7
003WZ,2015,De Kleurencirkel,6651GP,DRUTEN,225,Druten,Gelderland,Bo,Protestants-Christelijk,41340,13.0,CET,12,532.8
003XA,2015,Plechelmus-School,7587AL,DE LUTTE,168,Losser,Overijssel,Bo,Rooms-Katholiek,75219,46.0,CET,46,535.1
003XB,2015,Bs Sam Sam,6678BT,OOSTERHOUT GLD,1734,Overbetuwe,Gelderland,Bo,Rooms-Katholiek,41530,41.0,CET,41,536.8
003XC,2015,PC Basissch De Wegwijzer,8471VM,WOLVEGA,98,Weststellingwerf,Friesland,Bo,Protestants-Christelijk,41282,13.0,CET,10,544.7
003XE,2015,Basissch Petrus Datheen,3297BW,PUTTERSHOEK,585,Binnenmaas,Zuid-Holland,Bo,Reformatorisch,30133,21.0,CET,21,539.5
